,NoOfProduct,BillingDays,InvoiceType,CurrentBillWithoutTax,TotalTax,CurrentBillWithTax,Adjustment,LastMonthPendingAmount,TotalAmountToPay,LastMonthBill,Anomaly,TypeOfAnomaly
283,1,12,f,10.62,4.779,15.399,0.0,0.0,15.399,41,0,
284,26,12,f,626.9200000000001,282.11400000000003,909.0340000000001,0.0,0.0,909.0340000000001,2261,0,
285,35,30,r,2094.25,942.4125,3036.6625,0.0,0.0,3036.6625,3042,0,
286,42,30,r,2526.1,1136.745,3662.845,0.0,0.0,3662.845,3663,0,
287,38,30,r,2266.9,1020.105,3287.005,0.0,0.0,3287.005,3282,0,
288,44,12,f,1055.28,474.876,1530.156,0.0,0.0,1530.156,3842,0,
289,5,13,f,121.65833333333333,54.74625,176.40458333333333,0.0,0.0,176.40458333333333,415,0,
290,40,30,r,2394.0,1077.3,3471.3,0.0,0.0,3471.3,3465,0,
291,45,30,r,2698.75,1214.4375,3913.1875,0.0,0.0,3913.1875,3904,0,
292,9,30,r,521.9499999999999,234.87749999999997,756.8274999999999,0.0,0.0,756.8274999999999,774,0,
293,33,12,f,792.46,356.607,1149.067,0.0,0.0,1149.067,2867,0,
294,35,30,r,2118.25,953.2125,3071.4625,0.0,0.0,3071.4625,3082,0,
295,23,30,r,1357.6499999999999,610.9424999999999,1968.5924999999997,0.0,538.0,2506.5924999999997,1969,0,
296,23,30,r,1388.6499999999999,624.8924999999999,2013.5424999999998,0.0,781.0,2794.5424999999996,2013,0,
297,46,18,f,1652.5799999999997,743.661,2396.2409999999995,0.0,0.0,2396.2409999999995,3988,0,
298,43,30,r,2574.65,1158.5925,3733.2425000000003,0.0,0.0,3733.2425000000003,3728,0,
299,46,7,f,645.9366666666666,290.6715,936.6081666666666,901.0,0.0,35.60816666666665,4018,0,
300,10,30,r,574.5,258.525,833.025,0.0,0.0,833.025,833,0,
301,2,30,r,113.1,50.895,163.995,0.0,0.0,163.995,165,0,
302,42,30,r,2517.1,1132.695,3649.795,0.0,0.0,3649.795,3635,0,
303,18,9,f,317.66999999999996,142.95149999999998,460.62149999999997,0.0,0.0,460.62149999999997,1529,0,
304,1,30,r,51.55,23.1975,74.7475,0.0,0.0,74.7475,82,0,
305,15,30,r,906.25,407.8125,1314.0625,0.0,485.0,1799.0625,1325,0,
306,21,30,r,1236.55,556.4475,1792.9975,0.0,0.0,1792.9975,1791,0,
307,24,9,f,428.1599999999999,192.67199999999997,620.8319999999999,0.0,0.0,620.8319999999999,2074,0,
308,23,9,f,409.69499999999994,184.36274999999998,594.0577499999999,0.0,0.0,594.0577499999999,1977,0,
309,27,30,r,1625.85,731.6325,2357.4825,0.0,0.0,2357.4825,2351,0,
310,3,30,r,161.64999999999998,72.74249999999999,234.39249999999998,25.0,84.0,125.39249999999998,248,1,LastMonth Pending Anomaly
311,2,11,f,42.93666666666666,19.321499999999997,62.258166666666654,0.0,0.0,62.258166666666654,176,0,
312,15,30,r,880.25,396.1125,1276.3625,0.0,0.0,1276.3625,1285,0,
313,24,30,r,1450.1999999999998,652.5899999999999,2102.79,0.0,391.0,2493.79,2093,0,
314,44,13,f,1151.8866666666665,518.3489999999999,1670.2356666666665,0.0,0.0,1670.2356666666665,3862,0,
315,30,14,f,840.7,378.315,1219.015,0.0,0.0,1219.015,2594,0,
316,46,30,r,2783.2999999999997,1252.485,4035.785,80.0,0.0,3955.785,4034,0,
317,20,18,f,717.0,322.65,1039.65,100.0,0.0,939.6500000000001,1732,0,
318,13,17,f,431.3183333333333,194.09325,625.4115833333333,0.0,0.0,625.4115833333333,1104,0,
319,25,30,r,1492.75,671.7375,2164.4875,0.0,0.0,2164.4875,2152,0,
320,48,30,r,2882.3999999999996,1297.08,4179.48,0.0,0.0,4179.48,4174,0,
321,27,30,r,1605.85,722.6325,2328.4825,0.0,406.0,2734.4825,2332,0,
322,23,13,f,590.4816666666667,265.71675,856.1984166666666,146.0,0.0,710.1984166666666,1978,0,
323,46,16,f,1469.493333333333,661.2719999999999,2130.765333333333,0.0,597.0,2727.765333333333,3988,0,
324,50,17,f,1713.8833333333332,771.2475,2485.130833333333,0.0,950.0,3435.130833333333,4393,0,
325,42,30,r,3748.1,1686.645,5434.745,0.0,1729.0,7163.745,5440,1,Product Anomaly
326,3,30,r,169.64999999999998,76.34249999999999,245.99249999999995,16.0,0.0,229.99249999999995,245,0,
327,35,14,f,974.5166666666667,438.5325,1413.0491666666667,0.0,0.0,1413.0491666666667,3042,0,
328,5,30,r,301.75,135.7875,437.5375,0.0,0.0,437.5375,428,0,
329,32,30,r,1902.6,856.17,2758.77,0.0,0.0,2758.77,2761,0,
330,48,10,f,958.7999999999998,431.4599999999999,1390.2599999999998,0.0,958.0,2348.2599999999998,4171,0,
331,43,30,r,2599.65,1169.8425,3769.4925000000003,0.0,0.0,3769.4925000000003,3778,0,
332,9,17,f,291.80499999999995,131.31224999999998,423.1172499999999,0.0,0.0,423.1172499999999,751,0,
333,17,30,r,1017.3499999999999,50.8675,1068.2175,504.0,257.0,821.2175,1475,1,Tax Anomaly
334,35,20,f,1404.1666666666665,631.8749999999999,2036.0416666666665,772.0,0.0,1264.0416666666665,3059,0,
335,26,19,f,976.1566666666666,439.27049999999997,1415.4271666666666,0.0,0.0,1415.4271666666666,2240,0,
336,17,30,r,995.3499999999999,447.9074999999999,1443.2574999999997,0.0,0.0,1443.2574999999997,1457,0,
337,32,20,f,1277.7333333333331,574.9799999999999,1852.7133333333331,0.0,467.0,2319.713333333333,2776,0,
338,19,20,f,743.6333333333333,334.635,1078.2683333333334,0.0,677.0,1755.2683333333334,1629,0,
339,48,6,f,580.28,261.126,841.406,0.0,1569.0,2410.406,4194,0,
340,24,30,r,1421.1999999999998,639.54,2060.74,99.0,0.0,1961.7399999999998,2063,0,
341,44,30,r,2640.2,1188.09,3828.29,0.0,0.0,3828.29,3827,0,
342,29,17,f,988.8049999999998,444.9622499999999,1433.7672499999999,0.0,0.0,1433.7672499999999,2522,0,
343,33,30,r,1969.1499999999999,886.1175,2855.2675,0.0,1195.0,4050.2675,2865,0,
344,10,13,f,260.65000000000003,117.29250000000002,377.94250000000005,0.0,0.0,377.94250000000005,865,0,
345,45,30,r,2723.75,1225.6875,3949.4375,0.0,0.0,3949.4375,3955,0,
346,21,30,r,1241.55,558.6975,1800.2475,0.0,0.0,1800.2475,1796,0,
347,34,19,f,1288.0099999999998,579.6044999999999,1867.6144999999997,44.0,1226.0,3049.6144999999997,2941,0,
348,41,30,r,2457.5499999999997,1105.8974999999998,3563.4474999999993,0.0,0.0,3563.4474999999993,3552,0,
349,41,30,r,2464.5499999999997,1109.0475,3573.5975,0.0,0.0,3573.5975,3573,0,
350,44,15,f,1319.6,593.8199999999999,1913.4199999999998,0.0,0.0,1913.4199999999998,3840,0,
351,42,30,r,2520.1,1134.045,3654.145,0.0,0.0,3654.145,3665,0,
352,41,30,r,2457.5499999999997,1105.8974999999998,3563.4474999999993,0.0,0.0,3563.4474999999993,3557,0,
353,14,30,r,839.6999999999999,41.985,881.685,0.0,0.0,881.685,1218,1,Tax Anomaly
354,47,14,f,1316.8633333333332,592.5885,1909.451833333333,1386.0,826.0,1349.451833333333,4101,0,
355,41,13,f,1072.7383333333332,482.73224999999996,1555.4705833333333,0.0,0.0,1555.4705833333333,3585,0,
356,32,30,r,1927.6,867.42,2795.02,0.0,0.0,2795.02,2793,0,
357,21,12,f,505.02,227.259,732.279,0.0,0.0,732.279,1836,0,
358,9,17,f,290.10499999999996,130.54725,420.65225,0.0,0.0,420.65225,750,0,
359,19,11,f,421.0983333333333,189.49425,610.5925833333333,0.0,0.0,610.5925833333333,1677,0,
360,23,16,f,729.9466666666666,328.476,1058.4226666666666,0.0,0.0,1058.4226666666666,1988,0,
361,41,18,f,1479.3299999999997,665.6985,2145.0284999999994,974.0,367.0,1538.0284999999994,3570,0,
362,28,30,r,1689.3999999999999,760.23,2449.63,0.0,0.0,2449.63,2443,0,
363,38,30,r,2294.9,1032.705,3327.605,0.0,0.0,3327.605,3333,0,
364,35,30,r,2112.25,950.5125,3062.7625,0.0,0.0,3062.7625,3061,0,
365,4,13,f,96.72,43.523999999999994,140.244,120.0,0.0,20.244,321,0,
366,35,6,f,417.85,188.0325,605.8825,0.0,0.0,605.8825,3025,0,
367,6,30,r,331.29999999999995,149.08499999999998,480.38499999999993,232.0,202.0,450.385,481,0,
368,32,16,f,1030.72,463.824,1494.544,0.0,1304.0,2798.544,2810,0,
369,33,30,r,1969.1499999999999,98.4575,2067.6075,0.0,0.0,2067.6075,2846,1,Tax Anomaly
370,43,30,r,2572.65,1157.6925,3730.3425,0.0,0.0,3730.3425,3732,0,
371,38,14,f,1070.02,481.509,1551.529,0.0,832.0,2383.529,3320,0,
372,32,30,r,1902.6,856.17,2758.77,0.0,371.0,3129.77,2757,0,
373,27,30,r,1630.85,733.8825,2364.7325,0.0,0.0,2364.7325,2361,0,
374,43,30,r,2572.65,1157.6925,3730.3425,0.0,0.0,3730.3425,3729,0,
375,36,11,f,790.8266666666665,355.8719999999999,1146.6986666666664,0.0,0.0,1146.6986666666664,3131,0,
376,47,15,f,1421.925,639.86625,2061.79125,0.0,0.0,2061.79125,4109,0,
377,27,30,r,1613.85,726.2325,2340.0825,0.0,0.0,2340.0825,2343,0,
378,24,30,r,1447.1999999999998,651.2399999999999,2098.4399999999996,0.0,0.0,2098.4399999999996,2090,0,
379,3,6,f,34.129999999999995,15.3585,49.488499999999995,0.0,24.0,73.48849999999999,239,0,
380,42,30,r,2531.1,1138.995,3670.095,361.0,0.0,3309.095,3674,0,
381,36,14,f,1009.7733333333332,454.39799999999997,1464.1713333333332,0.0,0.0,1464.1713333333332,3135,0,
382,12,30,r,709.5999999999999,319.31999999999994,1028.9199999999998,0.0,0.0,1028.9199999999998,1030,0,
383,49,30,r,2961.95,1332.8775,4294.827499999999,0.0,0.0,4294.827499999999,4286,0,
384,19,13,f,485.9616666666667,218.68275000000003,704.6444166666668,0.0,0.0,704.6444166666668,1610,0,
385,48,13,f,1256.4066666666665,565.3829999999999,1821.7896666666666,0.0,1123.0,2944.7896666666666,4203,0,
386,27,12,f,645.94,290.673,936.613,0.0,0.0,936.613,2330,0,
387,49,18,f,1777.7699999999998,799.9965,2577.7664999999997,0.0,0.0,2577.7664999999997,4299,0,
388,21,19,f,803.415,361.53675,1164.95175,438.0,0.0,726.95175,1842,0,
389,38,30,r,3303.9,1486.755,4790.655000000001,0.0,1476.0,6266.655000000001,4796,1,Product Anomaly
390,49,30,r,4212.95,1895.8275,6108.7775,0.0,0.0,6108.7775,6108,1,Product Anomaly
391,33,12,f,795.66,358.04699999999997,1153.7069999999999,434.0,968.0,1687.7069999999999,2897,0,
392,31,7,f,430.2783333333333,193.62524999999997,623.9035833333332,0.0,1335.0,1958.9035833333332,2675,0,
393,15,13,f,388.375,174.76875,563.14375,0.0,607.0,1170.14375,1298,0,
394,15,30,r,897.25,403.7625,1301.0125,0.0,0.0,1301.0125,1301,0,
395,46,11,f,1020.5433333333332,459.2444999999999,1479.787833333333,0.0,828.0,2307.787833333333,4033,0,
396,2,11,f,36.703333333333326,16.516499999999997,53.21983333333333,0.0,0.0,53.21983333333333,136,0,
397,40,30,r,2401.0,1080.45,3481.45,387.0,0.0,3094.45,3491,0,
398,28,30,r,1681.3999999999999,756.63,2438.0299999999997,136.0,0.0,2302.0299999999997,2439,0,
399,44,30,r,2647.2,1191.2399999999998,3838.4399999999996,0.0,0.0,3838.4399999999996,3843,0,
400,32,14,f,891.6133333333333,401.226,1292.8393333333333,0.0,450.0,1742.8393333333333,2770,0,
401,30,30,r,1791.5,806.175,2597.675,0.0,0.0,2597.675,2605,0,
402,18,7,f,252.67666666666665,113.7045,366.3811666666667,0.0,559.0,925.3811666666667,1569,0,
403,35,30,r,2118.25,953.2125,3071.4625,0.0,0.0,3071.4625,3062,0,
404,15,17,f,514.1083333333333,231.34875,745.4570833333333,0.0,0.0,745.4570833333333,1325,0,
405,43,30,r,2572.65,1157.6925,3730.3425,0.0,0.0,3730.3425,3717,0,
406,4,30,r,220.2,99.09,319.28999999999996,0.0,90.0,409.28999999999996,317,0,
407,12,30,r,701.5999999999999,315.71999999999997,1017.3199999999999,0.0,0.0,1017.3199999999999,1016,0,
408,21,30,r,1264.55,569.0475,1833.5974999999999,0.0,0.0,1833.5974999999999,1830,0,
409,8,30,r,453.4,22.67,476.07,0.0,0.0,476.07,648,1,Tax Anomaly
410,28,30,r,1673.3999999999999,753.03,2426.43,0.0,0.0,2426.43,2427,0,
411,38,7,f,534.5433333333334,240.54450000000006,775.0878333333335,0.0,0.0,775.0878333333335,3331,0,
412,21,30,r,1246.55,62.3275,1308.8775,0.0,0.0,1308.8775,1810,1,Tax Anomaly
413,36,30,r,2171.7999999999997,977.3099999999998,3149.1099999999997,0.0,0.0,3149.1099999999997,3138,0,
414,16,30,r,944.8,425.16,1369.96,120.0,0.0,1249.96,1372,0,
415,25,9,f,449.625,202.33125,651.95625,0.0,0.0,651.95625,2180,0,
416,20,12,f,479.6,215.82,695.4200000000001,0.0,412.0,1107.42,1740,0,
417,44,30,r,2662.2,133.11,2795.31,0.0,0.0,2795.31,3860,1,Tax Anomaly
418,3,6,f,169.64999999999998,76.34249999999999,245.99249999999995,0.0,102.0,347.99249999999995,237,1,InvoiceType Anomaly
419,38,30,r,2286.9,1029.105,3316.005,0.0,0.0,3316.005,3315,0,
420,25,30,r,1494.75,672.6375,2167.3875,0.0,853.0,3020.3875,2169,0,
421,27,16,f,862.3199999999999,388.0439999999999,1250.3639999999998,0.0,0.0,1250.3639999999998,2344,0,
422,16,30,r,967.8,435.51,1403.31,0.0,0.0,1403.31,1406,0,
423,37,30,r,2237.35,1006.8075,3244.1575,0.0,0.0,3244.1575,3240,0,
424,13,30,r,777.15,349.7175,1126.8674999999998,138.0,0.0,988.8674999999998,1138,0,
425,23,10,f,461.2166666666666,207.54749999999996,668.7641666666666,0.0,0.0,668.7641666666666,2009,0,
426,16,5,f,159.96666666666664,71.98499999999999,231.95166666666663,0.0,0.0,231.95166666666663,1395,0,
427,23,30,r,1359.6499999999999,611.8425,1971.4924999999998,0.0,513.0,2484.4925,1958,0,
428,44,5,f,439.8666666666666,197.93999999999997,637.8066666666666,0.0,1779.0,2416.8066666666664,3816,0,
429,49,16,f,1578.1066666666666,710.1479999999999,2288.2546666666667,0.0,0.0,2288.2546666666667,4286,0,
430,36,11,f,794.1266666666666,357.35699999999997,1151.4836666666665,0.0,0.0,1151.4836666666665,3159,0,
431,32,30,r,1928.6,867.87,2796.47,0.0,418.0,3214.47,2790,0,
432,43,8,f,688.9733333333334,310.038,999.0113333333334,0.0,1235.0,2234.0113333333334,3752,0,
433,23,30,r,1358.6499999999999,611.3924999999999,1970.0424999999998,804.0,199.0,1365.0424999999996,1975,0,
434,20,13,f,519.5666666666667,233.80500000000004,753.3716666666668,497.0,0.0,256.3716666666668,1743,0,
435,29,5,f,287.1583333333333,129.22124999999997,416.37958333333324,0.0,0.0,416.37958333333324,2509,0,
436,31,30,r,1852.05,833.4225,2685.4725,0.0,0.0,2685.4725,2688,0,
437,4,30,r,240.2,108.09,348.28999999999996,0.0,0.0,348.28999999999996,340,0,
438,46,30,r,2767.2999999999997,1245.2849999999999,4012.5849999999996,532.0,0.0,3480.5849999999996,4016,0,
439,45,19,f,1710.475,769.71375,2480.18875,1762.0,0.0,718.1887499999998,3918,0,
440,18,30,r,1059.8999999999999,476.9549999999999,1536.8549999999998,64.0,0.0,1472.8549999999998,1545,0,
441,38,16,f,1221.28,549.576,1770.856,0.0,0.0,1770.856,3308,0,
442,20,30,r,1189.0,535.05,1724.05,773.0,292.0,1243.05,1727,0,
443,24,16,f,769.7066666666666,346.36799999999994,1116.0746666666664,0.0,0.0,1116.0746666666664,2073,0,
444,10,11,f,211.38333333333333,95.1225,306.5058333333333,167.0,0.0,139.50583333333333,839,0,
445,20,13,f,523.4666666666667,235.56,759.0266666666666,0.0,638.0,1397.0266666666666,1752,0,
446,41,13,f,1071.0049999999999,481.95224999999994,1552.95725,0.0,0.0,1552.95725,3593,0,
447,45,12,f,1076.7,484.515,1561.2150000000001,1453.0,0.0,108.21500000000015,3903,0,
448,38,30,r,2287.9,1029.555,3317.455,622.0,0.0,2695.455,3330,0,
449,49,12,f,1175.58,529.011,1704.591,0.0,0.0,1704.591,4260,0,
450,48,17,f,1645.2599999999998,740.3669999999998,2385.6269999999995,0.0,0.0,2385.6269999999995,4193,0,
451,22,30,r,1313.1,590.895,1903.995,0.0,0.0,1903.995,1915,0,
452,20,12,f,473.6,213.12,686.72,0.0,0.0,686.72,1706,0,
453,42,12,f,1011.24,455.05800000000005,1466.298,0.0,0.0,1466.298,3664,0,
454,25,15,f,753.875,339.24375,1093.11875,0.0,573.0,1666.11875,2179,0,
455,36,15,f,1074.8999999999999,483.7049999999999,1558.6049999999998,0.0,0.0,1558.6049999999998,3118,0,
456,35,30,r,2084.25,937.9125,3022.1625,597.0,0.0,3619.1625,3034,1,Adjustment Anomaly
457,9,30,r,518.9499999999999,233.52749999999997,752.4775,241.0,0.0,511.47749999999996,752,0,
458,6,11,f,124.77666666666664,56.14949999999999,180.92616666666663,197.0,0.0,-16.07383333333337,488,0,
459,40,30,r,2418.0,1088.1,3506.1,1241.0,0.0,2265.1,3513,0,
460,25,30,r,1497.75,673.9875,2171.7375,859.0,683.0,1995.7375000000002,2184,0,
461,37,30,r,2237.35,1006.8075,3244.1575,0.0,0.0,3244.1575,3254,0,
462,24,7,f,333.7133333333333,150.171,483.8843333333333,0.0,0.0,483.8843333333333,2063,0,
463,23,16,f,725.68,326.556,1052.2359999999999,0.0,0.0,1052.2359999999999,1963,0,
464,46,9,f,829.8899999999999,373.4505,1203.3404999999998,0.0,816.0,2019.3404999999998,4016,0,
465,35,19,f,1323.825,595.72125,1919.54625,0.0,0.0,1919.54625,3046,0,
466,30,30,r,1803.5,811.575,2615.075,0.0,0.0,2615.075,2601,0,
467,10,30,r,582.5,262.125,844.625,0.0,0.0,844.625,836,0,
468,9,30,r,543.9499999999999,244.77749999999997,788.7275,0.0,0.0,788.7275,782,0,
469,38,6,f,458.18000000000006,206.181,664.3610000000001,0.0,0.0,664.3610000000001,3334,0,
470,30,30,r,1785.5,803.475,2588.975,0.0,0.0,2588.975,2584,0,
471,37,30,r,2206.35,992.8575,3199.2075,0.0,1225.0,4424.2075,3192,0,
472,8,30,r,482.4,217.08,699.48,0.0,0.0,699.48,700,0,
473,1,30,r,26.549999999999997,11.947499999999998,38.497499999999995,0.0,0.0,38.497499999999995,39,0,
474,44,15,f,1315.1,591.795,1906.895,0.0,0.0,1906.895,3813,0,
475,45,14,f,1261.75,567.7875,1829.5375,0.0,0.0,1829.5375,3921,0,
476,20,30,r,1185.0,533.25,1718.25,287.0,0.0,2005.25,1716,1,Adjustment Anomaly
477,43,12,f,1031.0600000000002,463.97700000000003,1495.0370000000003,0.0,1121.0,2616.0370000000003,3731,0,
478,44,19,f,1666.4266666666665,749.8919999999999,2416.3186666666666,499.0,0.0,1917.3186666666666,3819,0,
479,43,30,r,2578.65,1160.3925,3739.0425,0.0,0.0,3739.0425,3757,0,
480,9,30,r,540.9499999999999,243.42749999999995,784.3774999999998,0.0,0.0,784.3774999999998,774,0,
481,3,30,r,169.64999999999998,76.34249999999999,245.99249999999995,0.0,0.0,245.99249999999995,253,0,
482,5,11,f,109.54166666666666,49.29375,158.83541666666667,0.0,0.0,158.83541666666667,429,0,
483,30,11,f,660.1833333333333,297.0825,957.2658333333333,0.0,0.0,957.2658333333333,2622,0,
484,16,30,r,933.8,420.21,1354.01,0.0,0.0,1354.01,1362,0,
485,48,5,f,480.5666666666666,216.25499999999997,696.8216666666666,2084.0,0.0,-1387.1783333333333,4169,0,
486,13,30,r,757.15,340.7175,1097.8674999999998,0.0,0.0,1097.8674999999998,1113,0,
487,26,17,f,872.8366666666666,392.77649999999994,1265.6131666666665,0.0,827.0,2092.6131666666665,2236,0,
488,43,12,f,1030.26,463.61699999999996,1493.877,0.0,0.0,1493.877,3730,0,
489,12,16,f,373.6533333333333,168.14399999999998,541.7973333333333,0.0,0.0,541.7973333333333,1018,0,
490,18,30,r,1084.8999999999999,488.2049999999999,1573.1049999999998,0.0,150.0,1723.1049999999998,1566,0,
491,38,30,r,2285.9,1028.655,3314.5550000000003,0.0,0.0,3314.5550000000003,3324,0,
492,27,30,r,1627.85,732.5325,2360.3824999999997,0.0,0.0,2360.3824999999997,2363,0,
493,28,13,f,725.5733333333333,326.508,1052.0813333333333,0.0,0.0,1052.0813333333333,2419,0,
494,23,30,r,1389.6499999999999,625.3425,2014.9924999999998,0.0,0.0,2014.9924999999998,2017,0,
495,49,19,f,1874.0016666666666,843.30075,2717.3024166666664,0.0,1183.0,3900.3024166666664,4294,0,
496,1,30,r,48.55,21.8475,70.3975,0.0,16.0,86.3975,78,0,
497,12,30,r,692.5999999999999,311.66999999999996,1004.2699999999999,176.0,0.0,828.2699999999999,1003,0,
498,43,30,r,2601.65,1170.7425,3772.3925,0.0,127.0,3899.3925,3775,0,
499,50,14,f,1410.9666666666667,634.935,2045.9016666666666,1445.0,0.0,600.9016666666666,4389,0,
500,24,30,r,1446.1999999999998,650.79,2096.99,0.0,0.0,2096.99,2095,0,
501,46,30,r,2769.2999999999997,1246.185,4015.4849999999997,0.0,0.0,4015.4849999999997,4020,0,
502,39,9,f,699.7349999999999,314.88075,1014.6157499999999,0.0,0.0,1014.6157499999999,3389,0,
503,38,15,f,1133.95,510.2775,1644.2275,0.0,1463.0,3107.2275,3289,0,
504,37,7,f,519.2483333333333,233.66174999999998,752.9100833333333,0.0,0.0,752.9100833333333,3208,0,
505,15,30,r,894.25,402.4125,1296.6625,0.0,0.0,1296.6625,1307,0,
506,1,11,f,11.568333333333332,5.205749999999999,16.77408333333333,0.0,0.0,16.77408333333333,58,0,
507,17,30,r,994.3499999999999,447.4574999999999,1441.8075,0.0,198.0,1639.8075,1433,0,
508,16,9,f,285.23999999999995,128.35799999999998,413.59799999999996,0.0,0.0,413.59799999999996,1381,0,
509,50,6,f,600.9,270.405,871.305,0.0,0.0,871.305,4352,0,
510,10,30,r,577.5,259.875,837.375,0.0,0.0,837.375,842,0,
511,9,30,r,526.9499999999999,237.12749999999997,764.0774999999999,0.0,0.0,764.0774999999999,775,0,
512,14,30,r,834.6999999999999,375.615,1210.315,124.0,0.0,1086.315,1213,0,
513,17,7,f,239.015,107.55675,346.57174999999995,0.0,0.0,346.57174999999995,1485,0,
514,18,30,r,1057.8999999999999,476.05499999999995,1533.955,0.0,0.0,1533.955,1525,0,
516,6,30,r,344.29999999999995,154.93499999999997,499.2349999999999,0.0,0.0,499.2349999999999,509,0,
517,2,30,r,106.1,47.745,153.845,0.0,28.0,181.845,153,0,
518,7,12,f,162.74,73.233,235.973,0.0,0.0,235.973,580,0,
519,33,17,f,1126.6183333333333,506.97824999999995,1633.5965833333332,0.0,870.0,2503.596583333333,2896,0,
520,17,30,r,1015.3499999999999,456.9074999999999,1472.2574999999997,0.0,57.0,1529.2574999999997,1471,0,
521,48,12,f,1154.56,519.552,1674.112,0.0,0.0,1674.112,4196,0,
522,11,30,r,649.05,292.0725,941.1225,0.0,0.0,941.1225,940,0,
523,26,30,r,1546.3,695.835,2242.135,0.0,0.0,2242.135,2247,0,
524,23,18,f,821.7899999999998,369.80549999999994,1191.5955,0.0,0.0,1191.5955,1990,0,
525,41,10,f,826.1833333333332,371.7824999999999,1197.9658333333332,0.0,0.0,1197.9658333333332,3602,0,
526,41,20,f,1639.6999999999998,737.8649999999999,2377.5649999999996,0.0,1254.0,3631.5649999999996,3572,0,
527,14,30,r,836.6999999999999,376.515,1213.215,0.0,0.0,1213.215,1223,0,
528,37,18,f,1333.4099999999999,600.0345,1933.4444999999998,257.0,1034.0,2710.4444999999996,3214,0,
529,44,7,f,618.8466666666666,278.48099999999994,897.3276666666666,0.0,0.0,897.3276666666666,3850,0,
530,35,30,r,2090.25,940.6125,3030.8625,0.0,632.0,3662.8625,3031,0,
531,13,16,f,408.61333333333334,183.87600000000003,592.4893333333334,483.0,0.0,109.48933333333343,1106,0,
532,21,11,f,458.90166666666664,206.50574999999998,665.4074166666667,873.0,639.0,431.4074166666667,1805,0,
533,33,12,f,798.06,359.12699999999995,1157.187,0.0,0.0,1157.187,2900,0,
534,3,30,r,150.64999999999998,67.79249999999999,218.44249999999997,0.0,0.0,218.44249999999997,230,0,
535,11,30,r,658.05,296.12249999999995,954.1724999999999,0.0,0.0,954.1724999999999,959,0,
536,5,30,r,292.75,131.7375,424.4875,0.0,0.0,424.4875,432,0,
537,17,9,f,304.00499999999994,136.80224999999996,440.8072499999999,0.0,0.0,440.8072499999999,1473,0,
538,35,12,f,835.7,376.065,1211.765,38.0,0.0,1173.765,3033,0,
539,10,17,f,342.55,154.1475,496.6975,0.0,0.0,496.6975,865,0,
540,28,30,r,1666.3999999999999,749.88,2416.2799999999997,0.0,0.0,2416.2799999999997,2425,0,
